Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4),creative_data_title,creative_data_description,creative_data_duration,creative_data_lifetime_spend_estimated,creative_data_lifetime_airings_count,creative_data_airing_date_first_et,creative_data_airing_date_last_et,speech,speech_normalized,video_file
5/24/2024 11:45:28,1676138,1,1,0,0,0,0,0,0,0,1,1,0,,No,0,0,0,0,0,1,No,0,0,0,No,,"Three guys were sitting at a table with food and drinks discussing what I thought was baseball. They were speaking really fast which was confusing. At the end, there was a screen which showed details about the insurance company and a number to call for a quote",Increase awareness of product/brand,1,1,no slogan,"The brand was Amica Mutual Insurance Company. The characters in this ad were three men,  one Indian and two white. Two of them were trying to explain something to the other and were talking so fast it sounded confusing. Some words on the screen were ""Not all explanations are helpful."" ""But at Amica, we'll explain everything you need to know about your car insurance""",,1676138.mp4,30s A Sixer Is Not a Home Run - 1676138,"When a man's friends attempt to explain cricket to him, he quickly finds himself lost in their jargon. Amica Mutual Insurance Company believes that, while not all explanations are helpful, it can help explain everything a person would need to know about their car insurance.",30,4329364.1,912,2018-01-10T18:08:42-05:00,2018-08-15T15:59:05-04:00,"Cricket's very simple. One. Switch between the two batters on the pitch is a run, but you can get stumped by the wicket keeper. You can get caught, you can get bowled, you can go lbw next before wicket. You don't want to go lbw get it over the fence. Sixer six home run. No, 66. If you leave the crease, all bets are off. Silly. Midon can hit the wickets and get you run out. He could be chucking, throwing Google Yorkers, donkey drops. You don't want the finger because that means you're out out. How's that? How is that? How is he, how are you fine?",cricket veri simpl one switch between the two batter on the pitch is a run but you can get stump by the wicket keeper you can get caught you can get bowl you can go lbw next befor wicket you dont want to go lbw get it over the fenc sixer six home run no 66 if you leav the creas all bet are off silli midon can hit the wicket and get you run out he could be chuck throw googl yorker donkey drop you dont want the finger becaus that mean your out out how that how is that how is he how are you fine,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1676138.mp4
5/15/2024 1:53:08,1678735,0,1,1,0,1,0,0,1,0,1,1,1,Amusement,No,1,0,0,0,1,1,No,1,1,0,Yes,Joel McHale,"We follow Joel McHale and he shows us how versatile and beneficial Enterprise is in his everyday life. We see him use it to carpool with his coworkers, rent a car for work or buy a car from their car sales.","Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,3,,"Enterprise is advertising how versatile and useful their rent, buy, share system is. The main character is Joel McHale and we spot him doing stunts with a car he got from Enterprise. Most of the advertisement is filmed near the set he uses for work and some of it is featured. The music is very upbeat and energetic which adds onto the stunts he does throughout the ad. ",,1678735.mp4,30s Trust Me - 1678735,"Joel McHale bangs up his muscle car after ramping a truck and then crashing to the pavement. He says he trusts Enterprise in situations like these because he can rent a car and be picked up by an employee. He can even use Enterprise to rent larger vehicles for commuting with costumed coworkers or rent a truck for a misguided project. Joel says ""Trust me, I'm an actor"" to cheekily reassure everyone that he's telling the truth.",30,17299916.62,1933,2018-01-15T07:07:18-05:00,2018-06-17T01:44:43-04:00,"My car is about to need some work, but enterprise is always there to help. I can rent a car and Enterprise picks me up. Hi, I can commute with my co workers or buy from enterprise car sales. I can even rent a truck for a project where I'm probably in over my head. Enterprise. Has you covered? Trust me. I'm an actor. How can enterprise pick you up today?",my car is about to need some work but enterpris is alway there to help i can rent a car and enterpris pick me up hi i can commut with my co worker or buy from enterpris car sale i can even rent a truck for a project where im probabl in over my head enterpris ha you cover trust me im an actor how can enterpris pick you up today,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1678735.mp4
5/17/2024 23:53:50,1678735,0,1,0,0,0,0,0,1,0,1,1,1,"Amusement, Joy",No,1,0,0,0,0,1,No,1,0,0,Yes,Joel McHale,"American actor and comedian Joel McHale start the ad by doing a jump stunt with his sports car. After damaging it he shows all the different services that Enterprise has to offer such as rental car delivery, car sales, and rental.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",3,3,,"The brand in this ad is Enterprise and they are advertising their multitude of car services such as vehicle rental, ownership, and client pickup. In this advertisement, American actor and comedian Joel McHale drives his sports car off a ramp to perform a nonchalant stunt, and ends up damaging his ride. This allows him to exemplify some of Enterprise's services in various settings like purchasing a car in the Enterprise parking lot, or CarShare as a Enterprise vehicle and employee arrive at his location. During the upbeat music is played in the background as John McHale speaks throughout the ad to the viewer.",,1678735.mp4,30s Trust Me - 1678735,"Joel McHale bangs up his muscle car after ramping a truck and then crashing to the pavement. He says he trusts Enterprise in situations like these because he can rent a car and be picked up by an employee. He can even use Enterprise to rent larger vehicles for commuting with costumed coworkers or rent a truck for a misguided project. Joel says ""Trust me, I'm an actor"" to cheekily reassure everyone that he's telling the truth.",30,17299916.62,1933,2018-01-15T07:07:18-05:00,2018-06-17T01:44:43-04:00,"My car is about to need some work, but enterprise is always there to help. I can rent a car and Enterprise picks me up. Hi, I can commute with my co workers or buy from enterprise car sales. I can even rent a truck for a project where I'm probably in over my head. Enterprise. Has you covered? Trust me. I'm an actor. How can enterprise pick you up today?",my car is about to need some work but enterpris is alway there to help i can rent a car and enterpris pick me up hi i can commut with my co worker or buy from enterpris car sale i can even rent a truck for a project where im probabl in over my head enterpris ha you cover trust me im an actor how can enterpris pick you up today,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1678735.mp4
5/22/2024 15:00:42,1678735,0,1,1,1,0,1,0,0,0,1,1,1,"Amusement, Joy",No,1,1,0,0,1,1,Yes,0,1,0,Yes,i dont know his name,"In this ad, a man is expressing his preference for enterprise because of all the services they provide. He asserts that enterprise can fix his broken car. That he can commute with enterprise and he can rent a car, or even buy from enterprise car sales",Increase awareness of product/brand,4,3,na,"The brand is enterprise. The actor starts off my showing a stunt to purposely damage his car and then assert that enterprise will fix his car for him. He then asserts that with enterprise, he will be able to rent a car, or even buy a car. the sound of tire screeching and there is also an upbeat background sound.",na,1678735.mp4,30s Trust Me - 1678735,"Joel McHale bangs up his muscle car after ramping a truck and then crashing to the pavement. He says he trusts Enterprise in situations like these because he can rent a car and be picked up by an employee. He can even use Enterprise to rent larger vehicles for commuting with costumed coworkers or rent a truck for a misguided project. Joel says ""Trust me, I'm an actor"" to cheekily reassure everyone that he's telling the truth.",30,17299916.62,1933,2018-01-15T07:07:18-05:00,2018-06-17T01:44:43-04:00,"My car is about to need some work, but enterprise is always there to help. I can rent a car and Enterprise picks me up. Hi, I can commute with my co workers or buy from enterprise car sales. I can even rent a truck for a project where I'm probably in over my head. Enterprise. Has you covered? Trust me. I'm an actor. How can enterprise pick you up today?",my car is about to need some work but enterpris is alway there to help i can rent a car and enterpris pick me up hi i can commut with my co worker or buy from enterpris car sale i can even rent a truck for a project where im probabl in over my head enterpris ha you cover trust me im an actor how can enterpris pick you up today,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1678735.mp4
5/15/2024 1:00:52,1683011,1,0,0,0,0,0,0,1,0,0,1,1,"Amusement, Anxiety, Surprise",Yes,1,1,1,1,1,0,,1,1,0,No,,"A guy seems to wake up in a rush and the places looks like a mess (looks like there was  party before) . He grabs a shaver to shave his facial hair while on a taxi, he then sees that his hair is also messed up so he shaves his hair and walks into what looks like his wedding.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,Feel your skin,"Schick is selling a razor called the Xtreme4 which has better features. We seen a actor constantly changing locations with this extreme hardcore music to make it seem really high pressure. The different settings shown are his house, the taxi, and the wedding. There isn't much dialogue, just mostly a lot of action showing the results of the product. ",,1683011.MP4,30s Wedding - 1683011,"A living room littered with confetti, balloons, stuffed animals and drink glasses indicates last night was an epic party. Unfortunately, this snoozing groom-to-be doesn't wake up until a dog treads on the remote and triggers the stereo system. He jumps up in a panic, grabs his Schick Xtreme 3 razor from the bathroom and catches a taxi as he's still pulling on his suit. The razor's flexible blades help him get a smooth shave on the bumpy taxi ride to the chapel. He doesn't miss a beat when he spots a prank smiley face shaved on the back of his head; he simply shaves the rest of his hair off and rocks the bald look down the aisle.",30,4102536.86,985,2018-01-22T13:24:37-05:00,2018-03-12T03:11:45-04:00,Shick. Extreme 33 flexible blades that uniquely adapt to any contour for optimum comfort for any twist or turn life hands. You shake extreme three and now extreme four with four longer lasting blades for your skin.,shick extrem 33 flexibl blade that uniqu adapt to ani contour for optimum comfort for ani twist or turn life hand you shake extrem three and now extrem four with four longer last blade for your skin,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1683011.mp4
5/20/2024 9:26:21,1683011,0,0,1,0,0,0,0,1,0,1,1,1,Curiosity,Yes,1,1,1,1,1,0,,1,1,1,No, no,A man was running late and he grabbed the  shaving razer  and basically shaved in the taxi,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,5,Free your skin,The man was running late but even then he grabbed his razer and was able to get finished shaving int he taxi. This shows how easy and quickly you can shave with that brand. ,no,1683011,30s Wedding - 1683011,"A living room littered with confetti, balloons, stuffed animals and drink glasses indicates last night was an epic party. Unfortunately, this snoozing groom-to-be doesn't wake up until a dog treads on the remote and triggers the stereo system. He jumps up in a panic, grabs his Schick Xtreme 3 razor from the bathroom and catches a taxi as he's still pulling on his suit. The razor's flexible blades help him get a smooth shave on the bumpy taxi ride to the chapel. He doesn't miss a beat when he spots a prank smiley face shaved on the back of his head; he simply shaves the rest of his hair off and rocks the bald look down the aisle.",30,4102536.86,985,2018-01-22T13:24:37-05:00,2018-03-12T03:11:45-04:00,Shick. Extreme 33 flexible blades that uniquely adapt to any contour for optimum comfort for any twist or turn life hands. You shake extreme three and now extreme four with four longer lasting blades for your skin.,shick extrem 33 flexibl blade that uniqu adapt to ani contour for optimum comfort for ani twist or turn life hand you shake extrem three and now extrem four with four longer last blade for your skin,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1683011.mp4
5/25/2024 9:05:19,1683011,0,0,0,0,0,0,0,1,0,1,1,0,,,1,1,1,1,1,0,,1,1,0,No,none,A man is running late and he grabs Xtreme4 (razors) before he gets in his bed. The man proceeds to shave his beard and it shows how easy the product is to use.,Directly persuade consumers to purchase,4,4,no,"
- Xtreme4, their razors.
- A man in a very messy house looking unkempt, then he is running late so he quickly grabs Xtreme4 razor before getting into a cab where he uses the razors.
- The voiceover mentions how they have flexible blades and it is easy to use.",no,1683011,30s Wedding - 1683011,"A living room littered with confetti, balloons, stuffed animals and drink glasses indicates last night was an epic party. Unfortunately, this snoozing groom-to-be doesn't wake up until a dog treads on the remote and triggers the stereo system. He jumps up in a panic, grabs his Schick Xtreme 3 razor from the bathroom and catches a taxi as he's still pulling on his suit. The razor's flexible blades help him get a smooth shave on the bumpy taxi ride to the chapel. He doesn't miss a beat when he spots a prank smiley face shaved on the back of his head; he simply shaves the rest of his hair off and rocks the bald look down the aisle.",30,4102536.86,985,2018-01-22T13:24:37-05:00,2018-03-12T03:11:45-04:00,Shick. Extreme 33 flexible blades that uniquely adapt to any contour for optimum comfort for any twist or turn life hands. You shake extreme three and now extreme four with four longer lasting blades for your skin.,shick extrem 33 flexibl blade that uniqu adapt to ani contour for optimum comfort for ani twist or turn life hand you shake extrem three and now extrem four with four longer last blade for your skin,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1683011.mp4
5/26/2024 20:09:05,1683011,0,0,0,0,0,0,0,1,0,1,1,1,"Amusement, Surprise",Yes,1,1,1,1,1,1,No,1,1,0,No,,The main guy just had a party the night before his wedding. He was able to tidy himself up and shave his beard and hair efficiently in a shaking car. ,Change how consumers feel about the product/brand,4,4,FREE YOUR SKIN,The product being advertised is XTREME3 and XTREME4 from the brand Schick. The setting first takes place in an apartment with visuals indicating a party last night. The settings changes with the main character as he hops on a car and drives to his wedding in the church. There wasn't any dialogue and had a male voice-over and music instead.,,1683011.mp4,30s Wedding - 1683011,"A living room littered with confetti, balloons, stuffed animals and drink glasses indicates last night was an epic party. Unfortunately, this snoozing groom-to-be doesn't wake up until a dog treads on the remote and triggers the stereo system. He jumps up in a panic, grabs his Schick Xtreme 3 razor from the bathroom and catches a taxi as he's still pulling on his suit. The razor's flexible blades help him get a smooth shave on the bumpy taxi ride to the chapel. He doesn't miss a beat when he spots a prank smiley face shaved on the back of his head; he simply shaves the rest of his hair off and rocks the bald look down the aisle.",30,4102536.86,985,2018-01-22T13:24:37-05:00,2018-03-12T03:11:45-04:00,Shick. Extreme 33 flexible blades that uniquely adapt to any contour for optimum comfort for any twist or turn life hands. You shake extreme three and now extreme four with four longer lasting blades for your skin.,shick extrem 33 flexibl blade that uniqu adapt to ani contour for optimum comfort for ani twist or turn life hand you shake extrem three and now extrem four with four longer last blade for your skin,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1683011.mp4
5/15/2024 3:30:12,1696112,1,0,0,0,0,1,0,1,0,1,1,1,"Joy, Caring, Sadness, Gratitude",Yes,1,1,1,1,1,0,,1,1,0,No,,A mother and her daughter are in a ford car driving in a cold and snowing location. They looked like they are driving to a place for vacation and to have fun and bond as family. They make it to the destination easily and they go skiing. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,4,Go farther, Ford are promotion this new product which is said to be their first ever ecosport car. We see a happy family in a snowy setting and they look to be on vacation. The actors does talk and it gives off a really grateful and happy mood making the audience like the brand. ,,1696112 MP4,30s First-Ever: Night Ski [T1] - 1696112,"To honor its first-ever EcoSport, Ford gives others the chance to experience their very own first-evers. When a daughter expresses her desire to surprise her mom with a night ski trip, the automaker steps in to make it happen. After driving up a snowy mountain in a Ford EcoSport and preparing to ski, the mother and daughter share a special moment at the top of a slope and glide down a path lit with shining lights.",30,23965008.56,1350,2018-02-09T07:46:23-05:00,2018-03-19T03:43:16-04:00,"I've always wanted to share a special moment with my mom. I think, surprising her with the night ski trip would just be the biggest gift that I can give her. Let's make that happen. She's gonna be so excited. Right. And.",ive alway want to share a special moment with my mom i think surpris her with the night ski trip would just be the biggest gift that i can give her let make that happen she gonna be so excit right and,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1696112.mp4
5/20/2024 9:30:04,1696112,0,0,1,0,0,0,0,1,0,1,1,1,"Joy, Caring, Gratitude",Yes,1,1,0,1,1,0,,0,1,0,No,no,A women was taking her mom on a car ride. The car brand basically helped the women take her mom skiing which is something they have been wanting to do forever. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand",4,4,no,"They used emotions to tie it to the car. By paying for 2 people skiing trip and helping them get mother daughter bonding type and then showing scenes in the car, it makes you have a positive view of the car brand. ",no,1696112,30s First-Ever: Night Ski [T1] - 1696112,"To honor its first-ever EcoSport, Ford gives others the chance to experience their very own first-evers. When a daughter expresses her desire to surprise her mom with a night ski trip, the automaker steps in to make it happen. After driving up a snowy mountain in a Ford EcoSport and preparing to ski, the mother and daughter share a special moment at the top of a slope and glide down a path lit with shining lights.",30,23965008.56,1350,2018-02-09T07:46:23-05:00,2018-03-19T03:43:16-04:00,"I've always wanted to share a special moment with my mom. I think, surprising her with the night ski trip would just be the biggest gift that I can give her. Let's make that happen. She's gonna be so excited. Right. And.",ive alway want to share a special moment with my mom i think surpris her with the night ski trip would just be the biggest gift that i can give her let make that happen she gonna be so excit right and,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1696112.mp4
5/26/2024 20:26:30,1696112,0,0,0,0,0,0,0,1,0,1,1,1,"Caring, Gratitude",Yes,1,1,1,1,1,0,,0,0,0,No,,The daughter is taking her mother on a snow trip with the advertised car model. The daughter is surprising her mother with a night ski-trip to spend more time with her mother. ,"Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Make consumers feel good about their purchase",4,4,Go Further,The product being advertised is the EcoSport model from the brand Ford. The settings takes place at night on a snowy day. The daughter is driving her mother up the mountain for ski-ing. There is a dialogue of the daughter speaking about how she wants to spend more dedicated time with her mother. There is also some soothing music.,,1696112.mp4,30s First-Ever: Night Ski [T1] - 1696112,"To honor its first-ever EcoSport, Ford gives others the chance to experience their very own first-evers. When a daughter expresses her desire to surprise her mom with a night ski trip, the automaker steps in to make it happen. After driving up a snowy mountain in a Ford EcoSport and preparing to ski, the mother and daughter share a special moment at the top of a slope and glide down a path lit with shining lights.",30,23965008.56,1350,2018-02-09T07:46:23-05:00,2018-03-19T03:43:16-04:00,"I've always wanted to share a special moment with my mom. I think, surprising her with the night ski trip would just be the biggest gift that I can give her. Let's make that happen. She's gonna be so excited. Right. And.",ive alway want to share a special moment with my mom i think surpris her with the night ski trip would just be the biggest gift that i can give her let make that happen she gonna be so excit right and,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1696112.mp4
5/18/2024 0:18:21,1702594,1,1,0,0,0,1,0,1,0,0,1,1,"Amusement, Joy, Annoyance",No,1,1,1,1,0,1,No,0,0,0,No,,A woman walks up to her car in the driveway and starts bawling her eyes out due to the very apparent dent in the front of her car. She spends the entire day grieving at this unfortunate circumstance as neighbors and passersby look at her with an awkward expression. Luckily she gets a phone notification that her insurance claim has been paid and immediately switches her mood to being completely normal and leaves her driveway. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand",3,3,"""Insurance for the modern world.""","The brand in this ad is Esurance advertising their insurance photo claim service. A woman walks up to her car in the driveway and starts bawling her eyes out due to the very apparent dent in the front of her car. A whole day passes with neighbors witnessing this event happen as they react with awkward and uncomfortable expressions. There is minimal dialogue from the woman, but as she is crying sad slow music plays in the background. Toward the end of the ad there is a voice-over explaining how efficient the Esurance service is.",,1702594.mp4,30s The Pain Won't Last Long - 1702594,"A woman openly mourns for her damaged fender, caressing its unsightly wound day and night to the 1970s power ballad ""Love Hurts"" and disturbing her neighbors. Luckily, before things get worse, she receives a notification on her phone that her Esurance photo claim has been paid, motivating her to dust off her knees and go back in the house.",30,5496510.31,3312,2018-02-18T21:37:33-05:00,2018-04-30T02:25:29-04:00,"With Esurance photo claims you could have money for repairs within a day. Wow, that was really fast. So it doesn't have to hurt for long. That's insurance for the modern world Esurance, an Allstate company, click or call.",with esur photo claim you could have money for repair within a day wow that wa realli fast so it doesnt have to hurt for long that insur for the modern world esur an allstat compani click or call,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1702594.mp4
5/22/2024 15:10:23,1702594,0,1,1,0,0,0,0,1,0,1,1,1,Amusement,Yes,1,1,1,1,1,1,Yes,1,0,0,No,na,A woman walks outside her house to find that the front bumper of her car has been damaged. She then gets a notification that the damage will actually be covered because of esurance photo claim.,Increase awareness of product/brand,5,5,na,"The barand is esurance and the feature they advertise is the photo claim feature. A woman is seen crying/screaming next to her damaged car and observed by her neighbor, she then stops screaming and becomes happy when she gets a notification that her claim will be payed same day. The sound of her scream can be heard.",na,1702594.mp4,30s The Pain Won't Last Long - 1702594,"A woman openly mourns for her damaged fender, caressing its unsightly wound day and night to the 1970s power ballad ""Love Hurts"" and disturbing her neighbors. Luckily, before things get worse, she receives a notification on her phone that her Esurance photo claim has been paid, motivating her to dust off her knees and go back in the house.",30,5496510.31,3312,2018-02-18T21:37:33-05:00,2018-04-30T02:25:29-04:00,"With Esurance photo claims you could have money for repairs within a day. Wow, that was really fast. So it doesn't have to hurt for long. That's insurance for the modern world Esurance, an Allstate company, click or call.",with esur photo claim you could have money for repair within a day wow that wa realli fast so it doesnt have to hurt for long that insur for the modern world esur an allstat compani click or call,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1702594.mp4
5/24/2024 12:13:12,1702594,0,1,0,0,0,1,0,0,0,1,1,1,Surprise,No,0,1,1,0,1,1,No,0,0,0,No,,"In the ad, a woman is crying very loudly because one side of her car had been dented most likely as a result of a collision between her and another vehicle. She was crying for a whole day and night till the next morning when she received an email from esurance that her photo claim has been paid and she got the money for repairs. This made her stop crying immediately and she said ""wow that was really fast""","Increase awareness of product/brand, Increase consumer loyalty to the product/brand",3,2,Insurance for the modern world,"The company was esurance and the product being advertised was their photo claims. There is a car, a woman who is the main character, a female child, her male neighbor, a garbage truck driver etc, The music playing was calming. The woman's cries were very loud and the narrator sounded like a man who was bold and confident. In the email the woman received, It read ""Your claim has been paid!"". and the narrator says that with esurance photo claims, one can have their money for repairs within a day.",,1702594.mp4,30s The Pain Won't Last Long - 1702594,"A woman openly mourns for her damaged fender, caressing its unsightly wound day and night to the 1970s power ballad ""Love Hurts"" and disturbing her neighbors. Luckily, before things get worse, she receives a notification on her phone that her Esurance photo claim has been paid, motivating her to dust off her knees and go back in the house.",30,5496510.31,3312,2018-02-18T21:37:33-05:00,2018-04-30T02:25:29-04:00,"With Esurance photo claims you could have money for repairs within a day. Wow, that was really fast. So it doesn't have to hurt for long. That's insurance for the modern world Esurance, an Allstate company, click or call.",with esur photo claim you could have money for repair within a day wow that wa realli fast so it doesnt have to hurt for long that insur for the modern world esur an allstat compani click or call,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1702594.mp4
5/15/2024 21:41:58,1702851,1,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,1,0,,1,1,1,No,,"The ad starts off with a cute dog to most likely attract the attention of the viewers, which then goes into talking about other companies having pills that don't work well. Lastly they show a guy using Flonase allergy relief to help him do yard work perfectly well. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,This changes everything,Flonase is advertising there pill that block 6 substances compare to other companies 1. They show a lot of green and a man with allergies that seems to be perfecting fine showing how well the allergy pills work. The audio of the ad just shows how cheerful and lively he can be with the pills. ,,1702851 MP4,30s Most Pills Don't Finish the Job - 1702851,"Flonase guesses you wouldn't accept an incomplete job in most situations in your life and presents a half-shaved dog and half-cleaned table as a couple unacceptable examples. The nasal allergy brand then takes it one step further, suggesting you shouldn't accept an incomplete job from your allergy medication either. Flonase claims to be the only medication that treats several allergy symptoms by blocking six key inflammatory substances.",30,23072716.78,8491,2018-02-19T07:42:14-05:00,2020-06-01T04:22:16-04:00,"You wouldn't accept an incomplete job from anyone else. So why accept it from your allergy pills? Most pills don't finish the job because they don't relieve nasal congestion. Flonase allergy relief is different. Flonase relieves sneezing, itchy, watery eyes and a runny nose. Plus nasal congestion, which pills don't. Flonase helped block six key inflammatory substances. Most pills only block one and six is greater than one. Start your day with Flonase for more complete allergy relief. Flonase, this changes everything.",you wouldnt accept an incomplet job from anyon els so whi accept it from your allergi pill most pill dont finish the job becaus they dont reliev nasal congest flonas allergi relief is differ flonas reliev sneez itchi wateri eye and a runni nose plu nasal congest which pill dont flonas help block six key inflammatori substanc most pill onli block one and six is greater than one start your day with flonas for more complet allergi relief flonas thi chang everyth,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1702851.mp4
5/20/2024 7:52:08,1702851,0,0,0,0,0,0,0,1,0,1,1,1,"Amusement, Curiosity",Yes,1,1,1,0,1,1,,1,1,1,No,,The narrator mentions how people would not enjoy an incomplete job and then switches over to how the product Flonase makes sure a job is complete. That job would be allergy relief.  ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",5,3,"""This Changed Everything""","Brand: Flonase Allergy Relief

Visual Elements: At the start of the ad there were two examples of incomplete jobs, a dog half shaven, and a half wiped dusty desk. At the end we see the dog fully shaven after the narrator goes through the benefits of flonase ",,1702851.mp4,30s Most Pills Don't Finish the Job - 1702851,"Flonase guesses you wouldn't accept an incomplete job in most situations in your life and presents a half-shaved dog and half-cleaned table as a couple unacceptable examples. The nasal allergy brand then takes it one step further, suggesting you shouldn't accept an incomplete job from your allergy medication either. Flonase claims to be the only medication that treats several allergy symptoms by blocking six key inflammatory substances.",30,23072716.78,8491,2018-02-19T07:42:14-05:00,2020-06-01T04:22:16-04:00,"You wouldn't accept an incomplete job from anyone else. So why accept it from your allergy pills? Most pills don't finish the job because they don't relieve nasal congestion. Flonase allergy relief is different. Flonase relieves sneezing, itchy, watery eyes and a runny nose. Plus nasal congestion, which pills don't. Flonase helped block six key inflammatory substances. Most pills only block one and six is greater than one. Start your day with Flonase for more complete allergy relief. Flonase, this changes everything.",you wouldnt accept an incomplet job from anyon els so whi accept it from your allergi pill most pill dont finish the job becaus they dont reliev nasal congest flonas allergi relief is differ flonas reliev sneez itchi wateri eye and a runni nose plu nasal congest which pill dont flonas help block six key inflammatori substanc most pill onli block one and six is greater than one start your day with flonas for more complet allergi relief flonas thi chang everyth,E:\Documents\Prof_Docs\DATA analysis test\Round 2 Docs\sample\sample\1702851.mp4
